Transaction Date,Total Spent,Location,Province,Item
2024-06-06,3.01,In-store,Manitoba,Tea
2024-06-06,2.95,Takeaway,British Columbia,Tea
2024-06-10,2.99,Takeaway,British Columbia,Tea
2024-06-10,6.17,Takeaway,Saskatchewan,Tea
2024-06-05,2.95,In-store,British Columbia,Tea
2024-06-25,8.84,In-store,Saskatchewan,Tea
2024-06-10,3.02,In-store,British Columbia,Tea
2024-06-25,8.94,In-store,Newfoundland and Labrador,Tea
2024-06-29,2.93,In-store,Saskatchewan,Tea
2024-06-11,3.17,In-store,Newfoundland and Labrador,Tea
2024-06-28,2.91,In-store,British Columbia,Tea
2024-06-06,3.0,Takeaway,Saskatchewan,Tea
2024-06-20,12.62,In-store,Manitoba,Tea
2024-06-30,5.94,Takeaway,Manitoba,Tea
2024-06-25,9.05,In-store,Saskatchewan,Tea
2024-06-07,6.04,In-store,Saskatchewan,Tea
2024-06-08,6.04,In-store,British Columbia,Tea
2024-06-09,2.98,In-store,British Columbia,Tea
2024-06-28,5.82,In-store,British Columbia,Tea
2024-06-08,9.27,Takeaway,Saskatchewan,Tea
2024-06-16,8.89,In-store,Manitoba,Tea
2024-06-11,5.96,In-store,Saskatchewan,Tea
2024-06-12,6.01,In-store,Saskatchewan,Tea
2024-06-13,2.87,In-store,Newfoundland and Labrador,Tea
2024-06-11,12.22,Takeaway,British Columbia,Tea
2024-06-19,5.88,Takeaway,British Columbia,Tea
2024-06-13,3.73,Takeaway,Manitoba,Tea
2024-06-14,8.66,In-store,Manitoba,Tea
2024-06-16,3.14,In-store,British Columbia,Tea
2024-06-12,12.15,In-store,British Columbia,Tea
2024-06-23,5.85,In-store,Manitoba,Tea
2024-06-16,9.13,In-store,British Columbia,Tea
2024-06-16,5.99,In-store,British Columbia,Tea
2024-06-07,12.22,Takeaway,Newfoundland and Labrador,Tea
2024-06-03,5.87,In-store,Manitoba,Tea
2024-06-25,3.05,In-store,Saskatchewan,Tea
2024-06-26,2.99,In-store,Saskatchewan,Tea
2024-06-07,2.93,In-store,Manitoba,Tea
2024-06-12,2.94,Takeaway,Newfoundland and Labrador,Tea
2024-06-12,2.99,In-store,Newfoundland and Labrador,Tea
2024-06-21,3.01,In-store,Saskatchewan,Tea
2024-06-06,3.04,In-store,British Columbia,Tea
2024-06-29,2.98,In-store,British Columbia,Tea
2024-06-03,8.98,In-store,Saskatchewan,Tea
2024-06-29,5.99,In-store,Newfoundland and Labrador,Tea
2024-06-04,6.08,In-store,Saskatchewan,Tea
2024-06-11,3.01,In-store,Newfoundland and Labrador,Tea
2024-06-08,2.95,Takeaway,Manitoba,Tea
2024-06-09,6.03,In-store,British Columbia,Tea
2024-06-30,2.95,In-store,British Columbia,Tea
2024-06-14,9.0,Takeaway,British Columbia,Tea
2024-06-05,5.84,In-store,British Columbia,Tea
2024-06-29,3.01,Takeaway,Saskatchewan,Tea
2024-06-07,8.82,Takeaway,British Columbia,Tea
2024-06-04,3.01,In-store,British Columbia,Tea
2024-06-02,9.07,Takeaway,British Columbia,Tea
2024-06-14,6.07,In-store,Newfoundland and Labrador,Tea
2024-06-27,6.15,In-store,Manitoba,Tea
2024-06-02,9.03,Takeaway,British Columbia,Tea
2024-06-21,6.07,In-store,Newfoundland and Labrador,Tea
2024-06-09,8.91,In-store,Manitoba,Tea
2024-06-07,6.09,Takeaway,British Columbia,Tea
2024-06-21,12.24,In-store,Newfoundland and Labrador,Tea
2024-06-23,3.08,In-store,Newfoundland and Labrador,Tea
2024-06-18,5.98,Takeaway,British Columbia,Tea
2024-06-07,3.06,In-store,Saskatchewan,Tea
2024-06-01,2.9,In-store,Saskatchewan,Tea
2024-06-22,14.53,Takeaway,British Columbia,Refresher
2024-06-19,5.12,In-store,British Columbia,Refresher
2024-06-13,4.87,In-store,Newfoundland and Labrador,Refresher
2024-06-07,4.79,In-store,British Columbia,Refresher
2024-06-24,5.02,In-store,Manitoba,Refresher
2024-06-04,9.97,In-store,British Columbia,Refresher
2024-06-20,4.75,In-store,Newfoundland and Labrador,Refresher
2024-06-21,5.01,In-store,Saskatchewan,Refresher
2024-06-07,10.0,In-store,Manitoba,Refresher
2024-06-14,4.94,Takeaway,British Columbia,Refresher
2024-06-17,5.16,Takeaway,Newfoundland and Labrador,Refresher
2024-06-18,4.98,In-store,British Columbia,Refresher
2024-06-27,14.87,Takeaway,Newfoundland and Labrador,Refresher
2024-06-17,5.0,In-store,Manitoba,Refresher
2024-06-03,5.1,In-store,Saskatchewan,Refresher
2024-06-11,24.53,Takeaway,British Columbia,Refresher
2024-06-19,4.72,Takeaway,Manitoba,Refresher
2024-06-11,10.07,In-store,British Columbia,Refresher
2024-06-24,10.18,In-store,Manitoba,Refresher
2024-06-06,5.03,In-store,British Columbia,Refresher
2024-06-05,15.05,In-store,Saskatchewan,Refresher
2024-06-07,4.99,In-store,British Columbia,Refresher
2024-06-27,5.15,In-store,British Columbia,Refresher
2024-06-20,19.93,In-store,Saskatchewan,Refresher
2024-06-17,5.09,In-store,British Columbia,Refresher
2024-06-10,5.08,In-store,British Columbia,Refresher
2024-06-27,9.72,In-store,British Columbia,Refresher
2024-06-27,10.12,In-store,Newfoundland and Labrador,Refresher
2024-06-13,4.88,Takeaway,Newfoundland and Labrador,Refresher
2024-06-23,15.54,In-store,British Columbia,Refresher
2024-06-27,14.82,Takeaway,British Columbia,Refresher
2024-06-11,4.98,In-store,British Columbia,Refresher
2024-06-11,5.12,In-store,Saskatchewan,Refresher
2024-06-17,4.92,Takeaway,Manitoba,Refresher
2024-06-13,5.03,In-store,Manitoba,Refresher
2024-06-24,9.68,Takeaway,British Columbia,Refresher
2024-06-17,4.98,Takeaway,British Columbia,Refresher
2024-06-07,4.95,In-store,Manitoba,Refresher
2024-06-12,5.12,In-store,Newfoundland and Labrador,Refresher
2024-06-20,4.92,In-store,Saskatchewan,Refresher
2024-06-03,4.84,In-store,Newfoundland and Labrador,Refresher
2024-06-11,4.95,In-store,Manitoba,Refresher
2024-06-02,14.45,In-store,Saskatchewan,Refresher
2024-06-25,4.93,In-store,British Columbia,Refresher
2024-06-05,5.02,In-store,British Columbia,Refresher
2024-06-04,20.51,In-store,Newfoundland and Labrador,Refresher
2024-06-24,4.96,In-store,British Columbia,Refresher
2024-06-04,15.1,In-store,British Columbia,Refresher
2024-06-21,14.96,In-store,Manitoba,Refresher
2024-06-12,10.09,In-store,Newfoundland and Labrador,Refresher
2024-06-25,24.49,Takeaway,Manitoba,Refresher
2024-06-06,4.99,In-store,Ontario,Refresher
2024-06-04,10.18,Takeaway,Manitoba,Refresher
2024-06-07,4.92,In-store,Newfoundland and Labrador,Refresher
2024-06-28,9.96,In-store,Newfoundland and Labrador,Refresher
2024-06-25,4.99,In-store,British Columbia,Refresher
2024-06-10,4.85,In-store,British Columbia,Refresher
2024-06-07,10.14,In-store,Saskatchewan,Refresher
2024-06-06,9.88,In-store,Newfoundland and Labrador,Refresher
2024-06-07,19.97,Takeaway,Newfoundland and Labrador,Refresher
2024-06-07,5.06,Takeaway,Manitoba,Refresher
2024-06-27,5.07,In-store,Saskatchewan,Refresher
2024-06-02,9.66,Takeaway,Saskatchewan,Refresher
2024-06-27,9.76,In-store,British Columbia,Refresher
2024-06-03,5.04,Takeaway,Newfoundland and Labrador,Refresher
2024-06-25,10.19,In-store,Newfoundland and Labrador,Refresher
2024-06-13,9.86,Takeaway,Saskatchewan,Refresher
2024-06-04,10.15,In-store,British Columbia,Refresher
2024-06-25,5.04,In-store,British Columbia,Refresher
2024-06-08,20.3,In-store,Newfoundland and Labrador,Refresher
2024-06-27,5.05,In-store,British Columbia,Refresher
2024-06-23,4.8,In-store,British Columbia,Refresher
2024-06-29,10.15,In-store,British Columbia,Refresher
2024-06-25,5.08,Takeaway,British Columbia,Refresher
2024-06-07,9.82,Takeaway,Manitoba,Refresher
2024-06-13,9.81,Takeaway,Saskatchewan,Refresher
2024-06-21,5.11,In-store,Newfoundland and Labrador,Refresher
2024-06-11,4.97,In-store,Manitoba,Refresher
2024-06-17,14.56,In-store,Saskatchewan,Refresher
2024-06-07,14.95,In-store,Saskatchewan,Refresher
2024-06-20,14.96,Takeaway,Newfoundland and Labrador,Refresher
2024-06-11,5.02,Takeaway,British Columbia,Refresher
2024-06-03,19.84,In-store,Saskatchewan,Refresher
2024-06-28,5.17,In-store,Newfoundland and Labrador,Refresher
2024-06-26,24.55,In-store,Manitoba,Refresher
2024-06-10,9.61,Takeaway,British Columbia,Refresher
2024-06-05,19.41,In-store,Newfoundland and Labrador,Refresher
2024-06-22,15.26,In-store,Saskatchewan,Refresher
2024-06-07,4.92,In-store,British Columbia,Refresher
2024-06-19,5.05,In-store,Newfoundland and Labrador,Refresher
2024-06-24,9.96,Takeaway,Saskatchewan,Refresher
2024-06-10,20.13,In-store,British Columbia,Refresher
2024-06-10,19.73,In-store,British Columbia,Refresher
2024-06-03,10.08,In-store,British Columbia,Refresher
2024-06-11,9.68,In-store,British Columbia,Refresher
2024-06-19,10.03,In-store,Manitoba,Refresher
2024-06-06,10.12,Takeaway,Saskatchewan,Refresher
2024-06-28,9.81,In-store,Manitoba,Refresher
2024-06-21,5.17,In-store,Saskatchewan,Refresher
2024-06-07,19.24,In-store,British Columbia,Refresher
2024-06-17,10.14,Takeaway,Newfoundland and Labrador,Refresher
2024-06-13,10.16,In-store,British Columbia,Refresher
2024-06-12,4.91,In-store,Newfoundland and Labrador,Refresher
2024-06-18,5.03,In-store,British Columbia,Refresher
2024-06-05,9.82,Takeaway,Saskatchewan,Refresher
2024-06-07,10.05,Takeaway,British Columbia,Refresher
2024-06-06,9.95,In-store,Saskatchewan,Refresher
2024-06-06,24.99,In-store,Saskatchewan,Refresher
2024-06-20,4.94,In-store,Saskatchewan,Refresher
2024-06-30,14.76,Takeaway,Saskatchewan,Refresher
2024-06-20,4.94,Takeaway,Saskatchewan,Refresher
2024-06-29,5.0,Takeaway,Manitoba,Refresher
2024-06-18,4.92,Takeaway,Manitoba,Refresher
2024-06-10,20.25,In-store,Manitoba,Refresher
2024-06-26,15.49,In-store,British Columbia,Refresher
2024-06-03,15.68,Takeaway,Newfoundland and Labrador,Refresher
2024-06-04,5.09,In-store,Manitoba,Refresher
2024-06-28,9.99,Takeaway,Saskatchewan,Refresher
2024-06-20,15.29,In-store,British Columbia,Refresher
2024-06-28,10.07,Takeaway,Saskatchewan,Refresher
2024-06-05,7.82,Takeaway,British Columbia,Sandwich
2024-06-24,15.99,In-store,Manitoba,Sandwich
2024-06-07,7.81,In-store,Newfoundland and Labrador,Sandwich
2024-06-11,15.57,In-store,Manitoba,Sandwich
2024-06-27,23.62,In-store,Newfoundland and Labrador,Sandwich
2024-06-13,7.95,In-store,Newfoundland and Labrador,Sandwich
2024-06-20,7.96,In-store,Saskatchewan,Sandwich
2024-06-27,7.98,In-store,Saskatchewan,Sandwich
2024-06-26,16.57,In-store,Newfoundland and Labrador,Sandwich
2024-06-01,8.32,In-store,Newfoundland and Labrador,Sandwich
2024-06-06,31.91,Takeaway,British Columbia,Sandwich
2024-06-27,15.41,Takeaway,Manitoba,Sandwich
2024-06-18,7.94,In-store,Saskatchewan,Sandwich
2024-06-14,7.95,In-store,Saskatchewan,Sandwich
2024-06-03,15.26,In-store,Manitoba,Sandwich
2024-06-02,8.23,In-store,British Columbia,Sandwich
2024-06-28,7.99,Takeaway,British Columbia,Sandwich
2024-06-14,23.71,In-store,Saskatchewan,Sandwich
2024-06-24,31.9,Takeaway,Manitoba,Sandwich
2024-06-07,8.02,In-store,Newfoundland and Labrador,Sandwich
2024-06-07,7.96,Takeaway,British Columbia,Sandwich
2024-06-18,7.97,In-store,Saskatchewan,Sandwich
2024-06-27,15.8,In-store,Saskatchewan,Sandwich
2024-06-10,16.15,In-store,British Columbia,Sandwich
2024-06-11,15.84,Takeaway,Manitoba,Sandwich
2024-06-17,8.09,In-store,Newfoundland and Labrador,Sandwich
2024-06-03,7.81,In-store,Newfoundland and Labrador,Sandwich
2024-06-12,7.92,In-store,Newfoundland and Labrador,Sandwich
2024-06-18,24.18,In-store,British Columbia,Sandwich
2024-06-01,23.78,In-store,Saskatchewan,Sandwich
2024-06-20,23.41,Takeaway,Saskatchewan,Sandwich
2024-06-03,31.58,In-store,Newfoundland and Labrador,Sandwich
2024-06-21,8.07,In-store,Saskatchewan,Sandwich
2024-06-25,7.86,Takeaway,British Columbia,Sandwich
2024-06-26,8.18,Takeaway,Manitoba,Sandwich
2024-06-20,23.96,In-store,Saskatchewan,Sandwich
2024-06-18,7.94,In-store,British Columbia,Sandwich
2024-06-10,16.16,In-store,British Columbia,Sandwich
2024-06-13,8.0,In-store,Manitoba,Sandwich
2024-06-04,7.99,In-store,British Columbia,Sandwich
2024-06-21,23.87,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-02,7.9,In-store,British Columbia,Sandwich
2024-06-13,7.96,In-store,British Columbia,Sandwich
2024-06-16,7.91,In-store,British Columbia,Sandwich
2024-06-20,7.82,In-store,Saskatchewan,Sandwich
2024-06-11,16.18,In-store,British Columbia,Sandwich
2024-06-14,7.89,In-store,Manitoba,Sandwich
2024-06-18,16.29,Takeaway,Saskatchewan,Sandwich
2024-06-27,15.67,In-store,Newfoundland and Labrador,Sandwich
2024-06-20,8.17,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-08,7.9,In-store,British Columbia,Sandwich
2024-06-26,7.86,In-store,British Columbia,Sandwich
2024-06-03,16.21,In-store,Manitoba,Sandwich
2024-06-10,7.92,In-store,British Columbia,Sandwich
2024-06-05,8.02,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-14,23.68,Takeaway,Manitoba,Sandwich
2024-06-20,15.72,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-17,8.1,In-store,British Columbia,Sandwich
2024-06-25,32.36,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-18,8.09,In-store,Manitoba,Sandwich
2024-06-07,8.07,Takeaway,Saskatchewan,Sandwich
2024-06-17,8.02,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-22,23.16,In-store,British Columbia,Sandwich
2024-06-16,8.02,In-store,Manitoba,Sandwich
2024-06-14,33.26,In-store,British Columbia,Sandwich
2024-06-17,15.71,Takeaway,British Columbia,Sandwich
2024-06-17,7.97,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-11,22.78,In-store,British Columbia,Sandwich
2024-06-26,16.11,Takeaway,Newfoundland and Labrador,Sandwich
2024-06-07,31.38,In-store,British Columbia,Sandwich
2024-06-03,15.96,Takeaway,British Columbia,Sandwich
2024-06-22,7.93,In-store,British Columbia,Sandwich
2024-06-26,7.87,In-store,Saskatchewan,Sandwich
2024-06-20,23.88,In-store,British Columbia,Sandwich
2024-06-14,16.02,In-store,Newfoundland and Labrador,Sandwich
2024-06-29,15.99,In-store,Manitoba,Sandwich
2024-06-12,7.87,Takeaway,Manitoba,Sandwich
2024-06-13,16.07,In-store,British Columbia,Sandwich
2024-06-18,7.92,In-store,Saskatchewan,Sandwich
2024-06-13,7.88,Takeaway,Saskatchewan,Sandwich
2024-06-18,16.18,Takeaway,British Columbia,Sandwich
2024-06-28,24.06,In-store,Manitoba,Sandwich
2024-06-07,7.71,In-store,Newfoundland and Labrador,Sandwich
2024-06-06,15.87,In-store,Saskatchewan,Sandwich
2024-06-13,15.66,Takeaway,Saskatchewan,Sandwich
2024-06-16,15.84,In-store,Newfoundland and Labrador,Sandwich
2024-06-21,16.4,In-store,British Columbia,Sandwich
2024-06-28,23.61,In-store,Saskatchewan,Sandwich
2024-06-21,23.66,In-store,Manitoba,Sandwich
2024-06-30,8.01,In-store,Newfoundland and Labrador,Sandwich
2024-06-08,23.68,Takeaway,Manitoba,Sandwich
2024-06-07,15.99,Takeaway,British Columbia,Sandwich
2024-06-10,8.07,In-store,Manitoba,Sandwich
2024-06-24,7.88,In-store,Saskatchewan,Sandwich
2024-06-06,16.02,In-store,Saskatchewan,Sandwich
2024-06-06,8.03,In-store,Newfoundland and Labrador,Sandwich
2024-06-13,7.73,In-store,British Columbia,Sandwich
2024-06-11,8.06,In-store,Saskatchewan,Sandwich
2024-06-20,7.91,Takeaway,British Columbia,Sandwich
2024-06-27,39.03,Takeaway,British Columbia,Sandwich
2024-06-05,8.27,In-store,British Columbia,Sandwich
2024-06-17,15.7,Takeaway,British Columbia,Sandwich
2024-06-04,8.11,Takeaway,British Columbia,Sandwich
2024-06-07,2.05,Takeaway,Saskatchewan,Donut
2024-06-10,8.0,In-store,Manitoba,Donut
2024-06-18,2.0,In-store,Saskatchewan,Donut
2024-06-18,4.0,In-store,Newfoundland and Labrador,Donut
2024-06-20,4.01,In-store,Newfoundland and Labrador,Donut
2024-06-25,3.98,In-store,Manitoba,Donut
2024-06-06,6.14,In-store,Manitoba,Donut
2024-06-22,3.99,In-store,Saskatchewan,Donut
2024-06-20,2.05,In-store,British Columbia,Donut
2024-06-04,4.0,In-store,Newfoundland and Labrador,Donut
2024-06-11,2.0,In-store,British Columbia,Donut
2024-06-02,2.0,In-store,Manitoba,Donut
2024-06-04,6.03,In-store,British Columbia,Donut
2024-06-10,2.0,Takeaway,British Columbia,Donut
2024-06-08,2.0,In-store,British Columbia,Donut
2024-06-27,2.05,In-store,Saskatchewan,Donut
2024-06-27,2.06,In-store,Manitoba,Donut
2024-06-18,8.1,In-store,British Columbia,Donut
2024-06-22,3.95,Takeaway,British Columbia,Donut
2024-06-30,5.93,In-store,Saskatchewan,Donut
2024-06-13,2.0,In-store,Saskatchewan,Donut
2024-06-17,2.0,In-store,Saskatchewan,Donut
2024-06-20,2.0,Takeaway,Newfoundland and Labrador,Donut
2024-06-27,2.0,In-store,Newfoundland and Labrador,Donut
2024-06-25,2.0,In-store,Saskatchewan,Donut
2024-06-03,2.01,Takeaway,Saskatchewan,Donut
2024-06-21,6.05,In-store,Newfoundland and Labrador,Donut
2024-06-08,2.0,In-store,Saskatchewan,Donut
2024-06-08,2.0,Takeaway,Manitoba,Donut
2024-06-17,10.24,In-store,Saskatchewan,Donut
2024-06-21,5.99,Takeaway,British Columbia,Donut
2024-06-06,3.97,Takeaway,Saskatchewan,Donut
2024-06-11,7.78,In-store,British Columbia,Donut
2024-06-21,4.02,Takeaway,Newfoundland and Labrador,Donut
2024-06-06,5.94,In-store,British Columbia,Donut
2024-06-26,5.97,Takeaway,Newfoundland and Labrador,Donut
2024-06-14,2.0,In-store,Newfoundland and Labrador,Donut
2024-06-18,2.0,In-store,Saskatchewan,Donut
2024-06-04,8.1,In-store,British Columbia,Donut
2024-06-28,2.0,In-store,British Columbia,Donut
2024-06-27,2.06,In-store,British Columbia,Donut
2024-06-06,5.86,Takeaway,Manitoba,Donut
2024-06-20,8.19,Takeaway,British Columbia,Donut
2024-06-24,7.91,Takeaway,British Columbia,Donut
2024-06-05,2.0,In-store,Manitoba,Donut
2024-06-18,2.02,Takeaway,Manitoba,Donut
2024-06-26,4.08,In-store,British Columbia,Donut
2024-06-16,4.04,In-store,Newfoundland and Labrador,Donut
2024-06-27,8.16,In-store,Saskatchewan,Donut
2024-06-03,4.08,In-store,Manitoba,Donut
2024-06-27,5.97,In-store,Saskatchewan,Donut
2024-06-29,5.79,In-store,British Columbia,Donut
2024-06-06,8.28,In-store,Newfoundland and Labrador,Donut
2024-06-13,6.07,Takeaway,British Columbia,Donut
2024-06-19,3.76,Takeaway,Saskatchewan,Donut
2024-06-27,4.0,Takeaway,British Columbia,Donut
2024-06-06,7.93,In-store,British Columbia,Donut
2024-06-11,7.94,In-store,Saskatchewan,Donut
2024-06-25,2.02,Takeaway,British Columbia,Donut
2024-06-13,2.01,Takeaway,British Columbia,Donut
2024-06-19,7.89,In-store,British Columbia,Donut
2024-06-18,2.06,Takeaway,British Columbia,Donut
2024-06-29,2.0,In-store,Newfoundland and Labrador,Donut
2024-06-05,2.0,In-store,British Columbia,Donut
2024-06-28,2.0,In-store,Saskatchewan,Donut
2024-06-18,2.0,In-store,Newfoundland and Labrador,Donut
2024-06-27,4.03,Takeaway,Saskatchewan,Donut
2024-06-05,4.03,In-store,Saskatchewan,Donut
2024-06-20,4.32,In-store,British Columbia,Juice
2024-06-26,4.6,Takeaway,Manitoba,Juice
2024-06-24,4.51,In-store,Newfoundland and Labrador,Juice
2024-06-01,9.16,In-store,Manitoba,Juice
2024-06-14,4.69,In-store,Manitoba,Juice
2024-06-05,4.57,In-store,Saskatchewan,Juice
2024-06-06,4.69,Takeaway,British Columbia,Juice
2024-06-21,4.44,In-store,Saskatchewan,Juice
2024-06-28,4.53,Takeaway,Saskatchewan,Juice
2024-06-20,8.77,Takeaway,British Columbia,Juice
2024-06-04,4.48,In-store,Saskatchewan,Juice
2024-06-08,13.44,In-store,Manitoba,Juice
2024-06-12,9.26,Takeaway,British Columbia,Juice
2024-06-05,4.5,In-store,Newfoundland and Labrador,Juice
2024-06-26,8.96,In-store,Manitoba,Juice
2024-06-06,13.49,In-store,Manitoba,Juice
2024-06-05,4.51,Takeaway,Manitoba,Juice
2024-06-21,4.51,Takeaway,British Columbia,Juice
2024-06-05,4.62,Takeaway,Manitoba,Juice
2024-06-13,4.44,In-store,British Columbia,Juice
2024-06-17,13.44,In-store,Saskatchewan,Juice
2024-06-04,4.51,In-store,Manitoba,Juice
2024-06-18,13.26,In-store,Manitoba,Juice
2024-06-14,8.92,Takeaway,British Columbia,Juice
2024-06-20,4.57,In-store,Newfoundland and Labrador,Juice
2024-06-07,8.85,In-store,British Columbia,Juice
2024-06-12,4.75,In-store,Saskatchewan,Juice
2024-06-20,9.29,In-store,Manitoba,Juice
2024-06-03,9.03,In-store,British Columbia,Juice
2024-06-05,4.55,In-store,Saskatchewan,Juice
2024-06-10,13.71,Takeaway,Newfoundland and Labrador,Juice
2024-06-04,4.55,Takeaway,Saskatchewan,Juice
2024-06-03,4.51,In-store,Newfoundland and Labrador,Juice
2024-06-30,4.67,In-store,Newfoundland and Labrador,Juice
2024-06-14,4.75,Takeaway,British Columbia,Juice
2024-06-17,22.18,In-store,Newfoundland and Labrador,Juice
2024-06-08,13.13,In-store,Saskatchewan,Juice
2024-06-01,17.6,In-store,British Columbia,Juice
2024-06-23,17.19,In-store,Manitoba,Juice
2024-06-21,4.47,In-store,British Columbia,Juice
2024-06-29,8.79,In-store,Newfoundland and Labrador,Juice
2024-06-02,4.44,In-store,British Columbia,Juice
2024-06-05,4.51,In-store,Saskatchewan,Juice
2024-06-21,18.23,In-store,Manitoba,Juice
2024-06-11,4.68,In-store,Saskatchewan,Juice
2024-06-03,4.5,In-store,Newfoundland and Labrador,Juice
2024-06-10,13.66,In-store,British Columbia,Juice
2024-06-04,9.07,Takeaway,Newfoundland and Labrador,Juice
2024-06-26,4.49,In-store,British Columbia,Juice
2024-06-27,4.61,In-store,Saskatchewan,Juice
2024-06-20,9.08,Takeaway,Saskatchewan,Juice
2024-06-12,4.59,In-store,Saskatchewan,Juice
2024-06-24,8.95,In-store,Newfoundland and Labrador,Juice
2024-06-19,4.45,In-store,Newfoundland and Labrador,Juice
2024-06-24,4.47,In-store,British Columbia,Juice
2024-06-16,9.26,Takeaway,British Columbia,Juice
2024-06-28,18.11,Takeaway,British Columbia,Juice
2024-06-10,9.2,In-store,Saskatchewan,Juice
2024-06-19,4.69,In-store,Newfoundland and Labrador,Juice
2024-06-25,13.55,In-store,Newfoundland and Labrador,Juice
2024-06-27,14.0,In-store,Newfoundland and Labrador,Juice
2024-06-28,9.11,Takeaway,Newfoundland and Labrador,Juice
2024-06-13,4.44,Takeaway,Newfoundland and Labrador,Juice
2024-06-21,4.51,In-store,British Columbia,Juice
